,index_building,index_room,n_connections,area,isovistArea,building_type
0,14,0,2,55622,9484,Monasteries
1,14,1,6,3805,3765,Monasteries
2,14,2,1,3352,5884,Monasteries
3,14,3,3,2260,7170,Monasteries
4,14,4,1,2119,2134,Monasteries
5,14,5,3,2089,2085,Monasteries
6,14,6,1,1958,1996,Monasteries
7,14,7,3,1407,2807,Monasteries
8,14,8,1,1115,1119,Monasteries
9,14,9,1,411,504,Monasteries
10,14,10,2,377,915,Monasteries
11,14,11,1,240,647,Monasteries
12,14,12,2,205,581,Monasteries
13,14,13,4,168,1609,Monasteries
14,14,14,1,143,473,Monasteries
0,15,0,12,1161,597,Monasteries
1,15,1,7,408,291,Monasteries
2,15,2,1,194,194,Monasteries
3,15,3,19,162,59,Monasteries
4,15,4,2,54,54,Monasteries
5,15,5,7,36,36,Monasteries
6,15,6,4,36,36,Monasteries
7,15,7,2,34,16,Monasteries
8,15,8,4,33,33,Monasteries
9,15,9,4,29,29,Monasteries
10,15,10,5,21,21,Monasteries
11,15,11,3,20,20,Monasteries
12,15,12,2,16,16,Monasteries
13,15,13,2,16,15,Monasteries
14,15,14,4,15,15,Monasteries
15,15,15,2,15,15,Monasteries
16,15,16,7,14,14,Monasteries
17,15,17,2,12,12,Monasteries
18,15,18,4,11,11,Monasteries
19,15,19,4,10,10,Monasteries
20,15,20,4,10,10,Monasteries
21,15,21,5,8,8,Monasteries
22,15,22,3,8,8,Monasteries
23,15,23,3,8,8,Monasteries
24,15,24,3,8,8,Monasteries
25,15,25,2,7,7,Monasteries
26,15,26,3,7,7,Monasteries
27,15,27,3,7,7,Monasteries
28,15,28,2,7,7,Monasteries
29,15,29,2,6,6,Monasteries
30,15,30,5,5,5,Monasteries
31,15,31,1,5,5,Monasteries
32,15,32,4,4,4,Monasteries
33,15,33,1,4,4,Monasteries
34,15,34,1,4,4,Monasteries
35,15,35,1,4,4,Monasteries
36,15,36,1,4,4,Monasteries
37,15,37,1,4,4,Monasteries
38,15,38,3,4,4,Monasteries
39,15,39,3,1,1,Monasteries
40,15,40,2,1,1,Monasteries
41,15,41,1,1,1,Monasteries
0,16,0,6,63812,229,Monasteries
1,16,1,9,3905,2971,Monasteries
2,16,2,4,1944,1652,Monasteries
3,16,3,2,886,887,Monasteries
4,16,4,4,852,1460,Monasteries
5,16,5,2,647,687,Monasteries
6,16,6,2,585,616,Monasteries
7,16,7,2,525,452,Monasteries
8,16,8,6,523,884,Monasteries
9,16,9,5,522,552,Monasteries
10,16,10,3,459,795,Monasteries
11,16,11,7,438,338,Monasteries
12,16,12,4,397,388,Monasteries
13,16,13,3,371,1390,Monasteries
14,16,14,3,323,338,Monasteries
15,16,15,6,260,246,Monasteries
16,16,16,1,254,203,Monasteries
17,16,17,1,245,181,Monasteries
18,16,18,4,201,239,Monasteries
19,16,19,3,200,334,Monasteries
20,16,20,3,156,407,Monasteries
21,16,21,2,125,131,Monasteries
22,16,22,2,69,241,Monasteries
23,16,23,2,63,210,Monasteries
24,16,24,1,60,1087,Monasteries
25,16,25,1,48,1096,Monasteries
26,16,26,1,46,1215,Monasteries
27,16,27,1,45,955,Monasteries
28,16,28,1,32,788,Monasteries
29,16,29,1,29,800,Monasteries
30,16,30,2,15,4,Monasteries
0,17,0,2,3284,1231,Monasteries
1,17,1,4,769,574,Monasteries
2,17,2,2,159,561,Monasteries
3,17,3,17,144,224,Monasteries
4,17,4,2,104,333,Monasteries
5,17,5,1,28,29,Monasteries
6,17,6,1,25,25,Monasteries
7,17,7,1,17,26,Monasteries
8,17,8,1,17,29,Monasteries
9,17,9,1,16,28,Monasteries
10,17,10,1,16,28,Monasteries
11,17,11,1,15,26,Monasteries
12,17,12,1,14,26,Monasteries
13,17,13,1,14,25,Monasteries
14,17,14,1,14,26,Monasteries
15,17,15,1,14,25,Monasteries
16,17,16,1,14,25,Monasteries
17,17,17,1,14,26,Monasteries
18,17,18,1,14,25,Monasteries
19,17,19,1,13,24,Monasteries
20,17,20,1,13,24,Monasteries
21,17,21,1,12,24,Monasteries
22,17,22,1,12,24,Monasteries
0,18,0,6,14635,5029,Monasteries
1,18,1,2,2427,4001,Monasteries
2,18,2,4,999,1060,Monasteries
3,18,3,11,856,517,Monasteries
4,18,4,5,574,574,Monasteries
5,18,5,1,501,504,Monasteries
6,18,6,1,481,545,Monasteries
7,18,7,1,360,373,Monasteries
8,18,8,1,279,304,Monasteries
9,18,9,3,271,271,Monasteries
10,18,10,6,239,3624,Monasteries
11,18,11,1,234,236,Monasteries
12,18,12,2,232,282,Monasteries
13,18,13,2,217,249,Monasteries
14,18,14,4,199,438,Monasteries
15,18,15,1,181,292,Monasteries
16,18,16,2,180,391,Monasteries
17,18,17,1,178,202,Monasteries
18,18,18,4,172,3698,Monasteries
19,18,19,1,107,114,Monasteries
20,18,20,1,105,120,Monasteries
21,18,21,1,98,430,Monasteries
22,18,22,5,93,4190,Monasteries
23,18,23,1,92,107,Monasteries
24,18,24,1,90,108,Monasteries
25,18,25,1,88,104,Monasteries
26,18,26,1,86,105,Monasteries
27,18,27,3,86,434,Monasteries
28,18,28,2,83,832,Monasteries
29,18,29,1,58,129,Monasteries
30,18,30,2,52,660,Monasteries
31,18,31,1,50,106,Monasteries
32,18,32,3,44,606,Monasteries
33,18,33,2,32,107,Monasteries
34,18,34,3,25,3750,Monasteries
35,18,35,2,25,4932,Monasteries
36,18,36,3,15,205,Monasteries
